Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Age
regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,2dr Hatchback,22,16,2009,2683,23
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,2009,2553,23
regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,2009,3049,22
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,17,2009,2774,22
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,17,2009,2702,22
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,17,2009,3101,22
regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,16,2009,3510,21
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,17,2009,3107,21
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,17,2009,3624,21
regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,17,2009,3185,21
regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25,586,2000,25
regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25,586,2000,25
regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25,586,2000,24
regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32,24,586,2000,24
regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,25,586,2000,23
diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,19,617,2144,27
diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,19,617,2098,27
diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,19,617,2178,26
diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,23,19,617,2311,26
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,36550,10
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,41250,10
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24,17,2009,30600,10
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24,17,2009,37100,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,27900,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,32700,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,40250,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,35550,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,36100,10
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24,17,2009,33200,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,37900,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,29600,10
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,38070,10
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,38900,10
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24,17,2009,33840,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,38630,9
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,39630,9
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24,17,2009,37740,9
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,41980,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,36280,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,36740,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,40980,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,38680,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,28510,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,30210,9
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,24,17,2009,31210,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,18,2009,33340,9
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,37280,9
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,41570,8
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,36870,8
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,42570,8
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,37870,8
regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,39220,8
regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,23,17,2009,40220,8
premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,160829,15
premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,140615,15
premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,150694,15
premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,170829,15
premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,165986,14
premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,154090,14
premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,143860,14
premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,176287,14
premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,157767,13
premium unleaded (required),425.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,187124,13
premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10,2774,147332,13
premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,169900,13
premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Convertible,15,10,2774,180408,13
premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,46790,2
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,48100,2
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,29990,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,41820,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,31290,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,34870,2
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,33570,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,46570,2
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37970,2
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37070,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,49400,2
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,45270,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,39270,2
premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,45490,2
premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,41990,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,38370,2
premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,43290,2
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,41820,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,48100,1
premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,43290,1
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,39270,1
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,34870,1
premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,41990,1
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,38370,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,45270,1
premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,45490,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,29990,1
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,46570,1
premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,46790,1
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,49400,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37070,1
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,31290,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37970,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,33570,1
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37970,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,38370,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,34870,0
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,29990,0
premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,45490,0
premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,41990,0
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,45270,0
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,33570,0
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,24,17,2009,48100,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,39270,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,46570,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,49400,0
premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,26,18,2009,37070,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Convertible,25,18,2009,41820,0
premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,46790,0
premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,43290,0
premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,26,19,2009,31290,0
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,586,25045,2
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,28,586,26095,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,23795,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,19595,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,18445,2
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,586,23845,2
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,586,25395,2
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,28,586,24895,2
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,25545,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,24295,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,19495,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,586,20095,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,19995,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,21145,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,586,23245,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,16945,2
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,24345,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,20645,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,586,18945,2
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,586,26595,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,22745,2
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,17995,2
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,22545,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,21095,1
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,586,25495,1
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,586,20745,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,24295,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,23595,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,21795,1
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,17845,1
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,27,586,26495,1
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,37,25,586,24745,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,41,30,586,18895,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,40,30,586,19595,1
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,586,23245,1
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,40,29,586,18545,1
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,28,586,25795,1
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,41,29,586,20045,1
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,25445,1
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,Sedan,39,28,586,24795,1
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,28,586,21495,0
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,37,27,586,17845,0
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,34,25,586,23145,0
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,36,27,586,24195,0
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,28,586,20145,0
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,24945,0
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25,586,23895,0
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,37,27,586,19095,0
regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,35,26,586,23445,0
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,37,28,586,18895,0
regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,28,586,22245,0
regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,33,25,586,22395,0
regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,37,27,586,20445,0
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,42300,2
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,23,3916,40300,2
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,23,3916,40300,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,22,3916,42300,2
premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32,21,3916,45800,2
premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,20,3916,47800,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,34,22,3916,43650,1
premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,30,20,3916,49950,1
premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,31,20,3916,47950,1
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,23,3916,41650,1
premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,32,21,3916,48300,0
premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,31,21,3916,50300,0
premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,Sedan,33,23,3916,43950,0
premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,34,23,3916,41950,0
premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29,20,3916,56900,2
premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,32,21,3916,46250,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,33,21,3916,50750,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,33,22,3916,42750,2
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,34,23,3916,48750,2
premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,30,20,3916,48250,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,33,22,3916,42750,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,33,21,3916,50750,2
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,35,23,3916,40750,2
premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,31,20,3916,54900,2
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,34,23,3916,48750,2
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,35,23,3916,40750,2
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,33,21,3916,52000,1
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,34,23,3916,50000,1
premium unleaded (required),240.0,4.0,MANUAL,rear wheel drive,2.0,Midsize,Coupe,34,22,3916,41850,1
premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,30,20,3916,50150,1
premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,35,23,3916,41850,1
premium unleaded (required),300.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,29,20,3916,58950,1
premium unleaded (required),240.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,34,22,3916,43850,1
premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,31,20,3916,48150,1
premium unleaded (required),300.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,31,20,3916,56950,1
premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,34,23,3916,50300,0
premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,32,22,3916,52300,0
premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,31,21,3916,50500,0
premium unleaded (recommended),248.0,4.0,AUTOMATIC,all wheel drive,2.0,Midsize,Coupe,33,23,3916,44150,0
premium unleaded (recommended),248.0,4.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,34,23,3916,42150,0
premium unleaded (recommended),320.0,6.0,AUTOMATIC,all wheel drive,2.0,Midsize,Convertible,30,20,3916,59300,0
premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Convertible,29,21,3916,57300,0
premium unleaded (recommended),320.0,6.0,AUTOMATIC,rear wheel drive,2.0,Midsize,Coupe,32,21,3916,48500,0
regular unleaded,268.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,20,15,617,2168,25
regular unleaded,282.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,16,12,617,2497,25
regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,Midsize,Sedan,22,16,617,2278,24
regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,17,13,617,2650,24
regular unleaded,201.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,17,14,617,2000,27
regular unleaded,201.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,17,14,617,2186,26
premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,14,9,2774,223970,16
premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,9,2774,219775,16
premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,14,9,2774,228625,15
premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,9,2774,224585,15
premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,Compact,Coupe,14,9,2774,228625,14
premium unleaded (required),442.0,12.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,9,2774,224585,14
